OA11CD,LSOA11CD,LAD11NM,LSOA11NM,POPDEN,AVHHOLDSZ,OA_Area,VM1_q,VM3_q,VM4_q,VM5_q,VM6_q,VM7_q,ENG_q,RENT_q,BAME_q,TEMP_q,Croydon_In,Cr_woodlan,Cr_greensp,Area_Canop,%_Canopy O,Education_,Nursing_5,Hospital_5,NationalRo,RegionalRo,RailBuffer,Station_5,Q_Industri,Q_woodland,Q_greenspa,Q_CanopyOu,MaxAvLST,MaxAvLST_q,Roads_comb,PU5_q,PO75_q,Poll_q,VM2_q,Basement_5,Roof_Count,Q_Roof_Cou,VM2,VM3,VM4,VM5,VM6,VM7,PU5,PU75,ENG,RENT,BAME,TEMP,Hosp_Count,Rail_Count,Nursing_Co,School_Cou,Adapt_A,Adapt_B,Adapt_C,Adapt_D,Adapt_E,Adapt_F,Adapt_G,Adapt_H,Adapt_I,Adapt_J,Adapt_K,Adapt_L,Adapt_M,Adapt_N,Adapt_O,Adapt_P,Adapt_Q,Adapt_R,Adapt_S,Adapt_T,Adapt_U
E00005573,E01001126,Croydon,Croydon 034H,59.4000,1.9000,50855.563,"1","3","4","3","1","3","1","2","1","3",0.000000000000000,0.000000000000000,6.943263867824122,3567.998,7.02,0,0,0,0,4,0,0,1,5,2,4,34.527284834120010,3,3,"3","5","3","4",0,0,1,12.321999999999999,10.395669937133791,25.720460891723633,0.010600230011080,62.215957718280080,51.000000000000000,5.940000000000000,11.449999999999999,0.950000000000000,4.380000000000000,26.219999999999999,18.004864576891791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00005570,E01001117,Croydon,Croydon 015C,149.5000,2.9000,21129.523,"3","4","4","1","5","5","5","4","5","5",0.000000000000000,0.000000000000000,0.000000000000000,1078.693,5.11,0,0,0,0,0,0,0,1,5,5,5,36.150098419189455,5,,"3","1","4","4",0,2,3,10.443000000000000,10.582759857177734,26.218839645385746,0.000000000000000,19.488402433644868,100.000000000000000,6.430000000000000,2.880000000000000,4.830000000000000,22.090000000000000,78.310000000000002,18.154664527831414,0,0,0,0,27,20,23,9,24,9,12,9,12,12,11,14,10,11,10,14,16,16,13,13,9
E00005572,E01001115,Croydon,Croydon 015B,134.6000,2.7000,28651.750,"5","3","3","4","2","5","5","5","5","5",0.000000000000000,0.000000000000000,0.000000000000000,1509.170,5.27,5,5,0,0,4,0,0,1,5,5,4,35.479869297572542,4,3,"5","2","3","3",0,1,2,13.092000000000001,10.445540428161623,25.527879714965820,0.014354400921397,47.259528760236591,100.000000000000000,7.530000000000000,4.950000000000000,5.950000000000000,39.320000000000000,78.349999999999994,18.186895559366071,0,0,1,1,38,23,28,11,29,11,16,10,15,14,17,13,15,13,9,12,26,31,21,26,21
E00005575,E01001124,Croydon,Croydon 033D,46.6000,2.3000,66903.392,"1","1","1","1","3","1","1","1","1","1",0.000000000000000,0.000000000000000,0.000000000000000,9050.476,13.53,0,0,0,0,4,0,0,1,5,5,2,34.491487503051758,3,3,"1","5","1","2",0,1,2,24.263999999999999,9.732701301574709,21.471910476684570,0.003951434751292,40.721551923882743,0.000000000000000,4.040000000000000,14.350000000000000,0.910000000000000,1.660000000000000,23.710000000000001,17.769683366100921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00005574,E01001126,Croydon,Croydon 034H,58.4000,2.5000,45013.911,"1","3","4","3","1","3","1","2","1","3",0.000000000000000,0.000000000000000,0.000000000000000,3772.267,8.38,0,0,0,0,0,0,0,1,5,5,4,35.151978492736816,4,,"3","5","3","4",0,0,1,12.321999999999999,10.395669937133791,25.720460891723633,0.010600230011080,62.215957718280080,51.000000000000000,5.940000000000000,11.449999999999999,0.950000000000000,4.380000000000000,26.219999999999999,18.004864576891791,0,0,0,0,17,14,15,5,16,12,13,8,9,7,11,13,15,8,5,8,14,14,11,11,10
E00005571,E01001118,Croydon,Croydon 020E,154.3000,2.1000,17916.367,"5","3","3","5","5","5","5","5","5","4",0.000000000000000,0.000000000000000,4.811228109117854,1750.148,9.77,0,0,0,0,4,0,0,1,5,2,3,37.540554046630859,5,3,"4","2","3","4",0,11,5,9.563000000000001,10.453390121459959,25.589399337768555,0.025793224406332,20.106990844026715,100.000000000000000,7.300000000000000,4.140000000000000,5.500000000000000,37.570000000000000,71.629999999999995,18.106798239355573,0,0,0,0,33,23,28,15,28,11,16,15,20,15,16,16,16,16,13,16,22,22,18,18,12
E00005397,E01001083,Croydon,Croydon 003A,28.4000,3.1000,157436.509,"2","3","4","2","3","1","4","1","4","2",0.000000000000000,0.000000000000000,32.207804040032961,13624.874,8.65,5,0,0,0,4,0,0,1,5,1,4,34.012696674891878,3,3,"1","5","3","3",0,0,1,16.949000000000002,10.427479743957520,25.731100082397461,0.006553308994521,41.349177454944915,12.000000000000000,4.460000000000000,10.039999999999999,3.750000000000000,1.650000000000000,60.880000000000003,17.923034590419356,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00005075,E01001019,Croydon,Croydon 044B,39.6000,2.5000,75440.412,"1","1","1","1","2","1","1","2","1","2",0.000000000000000,24.144678592088400,0.000000000000000,6682.566,8.86,0,0,0,0,0,0,0,1,1,5,3,31.390228271484375,1,,"3","5","1","2",0,0,1,22.116000000000000,9.457938194274902,19.926170349121094,0.003771568232452,50.012345021913603,17.000000000000000,6.140000000000000,13.380000000000001,0.360000000000000,8.320000000000000,20.430000000000000,17.835510412882222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00005396,E01001083,Croydon,Croydon 003A,73.0000,3.2000,53764.422,"2","3","4","2","3","1","4","1","4","2",0.000000000000000,0.000000000000000,0.000000000000000,3968.924,7.38,0,0,0,0,4,0,0,1,5,5,4,34.360525512695311,3,3,"1","5","3","3",0,2,3,16.949000000000002,10.427479743957520,25.731100082397461,0.006553308994521,41.349177454944915,12.000000000000000,4.460000000000000,10.039999999999999,3.750000000000000,1.650000000000000,60.880000000000003,17.923034590419356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00005316,E01001058,Croydon,Croydon 034A,48.9000,2.3000,61506.061,"2","1","1","4","3","3","2","2","1","3",0.000000000000000,45.040161653343233,1.956010597808133,20528.087,33.38,0,0,0,0,0,0,0,1,1,2,1,32.914606571197510,2,,"3","4","1","2",0,0,1,19.129000000000001,9.669193267822266,21.185590744018555,0.012991028730487,41.047010728881204,41.000000000000000,6.200000000000000,7.230000000000000,1.150000000000000,5.940000000000000,29.480000000000000,18.014916212794596,0,0,0,0,17,13,15,9,15,9,11,7,9,6,11,12,13,8,5,6,12,12,9,9,8
E00005659,E01001140,Croydon,Croydon 007C,41.3000,2.0000,75024.418,"3","3","3","1","1","5","3","3","2","5",1.344527920400348,26.419728880778344,34.164639337271424,31966.733,42.61,5,0,0,0,4,0,0,5,1,1,1,33.804381561279300,2,3,"4","2","3","1",5,19,5,43.631000000000000,10.292229652404785,24.995319366455082,0.003461694469434,70.466769082270943,100.000000000000000,7.050000000000000,4.720000000000000,2.640000000000000,12.020000000000000,41.020000000000003,18.211434289156735,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00174941,E01001181,Croydon,Croydon 015E,310.8000,2.3000,8593.417,"5","4","4","3","3","5","5","5","5","5",0.000000000000000,0.000000000000000,0.000000000000000,782.707,9.11,0,0,0,0,4,0,0,1,5,5,3,38.055827140808105,5,3,"5","1","4","5",0,11,5,9.199999999999999,10.526180267333984,25.742059707641602,0.010555690685255,37.769130206633712,100.000000000000000,10.720000000000001,3.130000000000000,5.200000000000000,43.850000000000001,77.879999999999995,18.259496243970116,0,0,0,0,30,20,25,11,24,11,16,13,18,15,16,14,14,12,11,15,22,22,17,17,11
E00174943,E01001004,Croydon,Croydon 015A,260.0000,2.1000,8519.819,"5","4","4","5","5","5","4","4","5","5",0.000000000000000,0.000000000000000,0.000000000000000,289.275,3.40,0,0,0,0,0,0,0,1,5,5,5,35.893627166748047,5,,"4","1","4","4",0,3,4,12.581000000000000,10.524089813232422,26.002569198608398,0.035419735767788,22.135607062878680,100.000000000000000,7.200000000000000,2.950000000000000,3.790000000000000,22.070000000000000,74.140000000000001,18.120500006565699,0,0,0,0,33,24,29,15,30,10,15,14,19,14,14,15,15,15,10,14,23,23,19,19,11
E00005759,E01001150,Croydon,Croydon 006C,65.6000,2.7000,45841.097,"3","4","4","2","3","5","3","3","3","4",0.000000000000000,6.553359374079270,0.000000000000000,6850.813,14.94,5,0,0,0,4,0,0,1,1,5,2,34.686404418945315,3,3,"3","2","4","1",0,6,4,35.741999999999997,10.568739891052246,26.582839965820312,0.004935271168270,41.047010728881204,100.000000000000000,6.150000000000000,4.280000000000000,2.550000000000000,10.220000000000001,53.490000000000002,18.055822463732770,0,0,0,1,28,22,25,8,23,8,11,9,12,9,11,11,10,10,9,13,20,20,17,17,13
E00005739,E01001152,Croydon,Croydon 005D,132.2000,2.7000,24803.863,"5","4","4","3","3","5","5","4","4","4",0.000000000000000,0.000000000000000,0.000000000000000,2380.206,9.60,0,0,0,0,4,0,0,1,5,5,3,34.928901672363281,4,3,"4","1","4","4",0,4,4,10.093000000000000,10.496029853820801,25.855489730834961,0.008310237201997,37.342875742049451,100.000000000000000,6.790000000000000,3.350000000000000,9.869999999999999,18.859999999999999,65.709999999999994,18.082383693346554,0,0,0,0,28,19,24,11,23,9,14,11,16,13,14,12,12,12,10,14,20,20,16,16,10
E00005175,E01001034,Croydon,Croydon 031B,76.8000,2.3000,29559.310,"2","5","5","5","2","5","3","2","1","1",0.000000000000000,0.000000000000000,0.000000000000000,1918.118,6.49,5,0,0,0,4,5,0,1,5,5,4,35.708143234252930,5,3,"5","1","5","2",0,1,2,19.899999999999999,10.867659568786623,30.257009506225582,0.016491666754037,45.178027607688001,92.000000000000000,8.020000000000000,3.670000000000000,2.300000000000000,5.120000000000000,34.240000000000002,17.769683366100921,0,0,0,1,31,27,29,9,28,11,13,12,14,9,10,18,16,14,10,15,27,27,22,22,13
E00005174,E01001040,Croydon,Croydon 029E,82.1000,2.1000,28178.604,"2","3","3","5","3","5","3","2","2","2",0.000000000000000,0.000000000000000,0.000000000000000,900.863,3.20,0,0,0,0,4,5,0,1,5,5,5,36.258087158203125,5,3,"5","1","3","3",5,3,4,13.664000000000000,10.370710372924805,25.252910614013672,0.018323411350046,36.411222824578019,100.000000000000000,7.510000000000000,3.200000000000000,2.740000000000000,8.190000000000000,40.500000000000000,17.934610759989958,0,0,0,0,25,21,23,15,25,11,13,14,16,9,10,19,16,16,11,14,20,20,15,15,8
E00005177,E01001033,Croydon,Croydon 031A,52.9000,2.2000,51070.881,"2","2","2","3","3","5","3","3","2","2",0.000000000000000,0.000000000000000,38.716204483269827,12229.500,23.95,0,0,0,0,0,0,0,1,5,1,1,32.973910967508949,2,,"5","3","2","3",0,0,1,13.952999999999999,10.004460334777832,23.180360794067383,0.009690760098879,41.349177454944915,100.000000000000000,7.620000000000000,5.040000000000000,2.780000000000000,9.779999999999999,42.820000000000000,17.954383753167015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00005176,E01001039,Croydon,Croydon 029D,16.6000,2.5000,188275.484,"1","2","2","3","3","4","1","1","1","1",0.000000000000000,44.319478986559737,0.352046447751146,99253.506,52.72,0,0,0,0,4,0,0,1,1,2,1,31.883545398712162,1,3,"3","4","2","1",0,0,1,42.478999999999999,10.069760322570801,23.476350784301754,0.009199658164045,39.444088333739082,66.000000000000000,6.230000000000000,7.500000000000000,0.730000000000000,3.520000000000000,33.329999999999998,17.769683366100921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00005172,E01001033,Croydon,Croydon 031A,84.4000,1.9000,22872.262,"2","2","2","3","3","5","3","3","2","2",0.000000000000000,0.000000000000000,10.150826985944185,2180.482,9.53,0,0,0,0,0,0,0,1,5,1,3,35.431592305501304,4,,"5","3","2","3",0,0,1,13.952999999999999,10.004460334777832,23.180360794067383,0.009690760098879,41.349177454944915,100.000000000000000,7.620000000000000,5.040000000000000,2.780000000000000,9.779999999999999,42.820000000000000,17.954383753167015,0,0,0,0,22,17,19,8,20,12,14,8,10,9,13,15,15,9,7,9,16,16,11,11,9
E00005173,E01001041,Croydon,Croydon 031C,54.1000,2.6000,44608.023,"3","2","2","5","2","5","4","3","3","2",0.000000000000000,0.000000000000000,38.074112364592274,14513.836,32.54,0,0,0,0,0,0,0,1,5,1,1,32.867585863385884,2,,"4","1","2","3",0,0,1,14.936999999999999,10.079799652099609,23.515880584716797,0.023292158593965,49.396232219107510,100.000000000000000,6.910000000000000,3.020000000000000,3.350000000000000,14.949999999999999,50.869999999999997,17.954383753167015,0,0,0,0,22,16,19,10,18,7,10,8,11,8,11,9,12,8,4,6,16,16,12,12,6
E00005914,E01001187,Croydon,Croydon 017E,122.0000,2.8000,27561.902,"3","3","3","5","5","5","4","4","4","4",0.000000000000000,0.000000000000000,0.000000000000000,1984.647,7.20,0,0,0,0,0,0,0,1,5,5,4,34.888070678710939,4,,"3","2","3","4",0,0,1,9.363000000000000,10.375579833984377,25.279050827026367,0.024482669930083,23.312593920387098,94.000000000000000,6.070000000000000,3.790000000000000,2.990000000000000,18.960000000000001,58.520000000000003,18.051326900933297,0,0,0,0,29,22,25,13,26,9,12,10,13,11,12,14,14,14,9,12,18,18,15,15,9
E00005915,E01001189,Croydon,Croydon 045B,140.4000,2.5000,21916.480,"3","2","2","5","4","1","1","3","3","4",0.000000000000000,0.000000000000000,0.000000000000000,1380.971,6.30,0,0,0,0,0,0,0,1,5,5,4,35.380181121826169,4,,"4","2","2","4",0,1,2,11.499000000000001,10.168470382690430,23.943899154663082,0.021455875384030,24.986882788941912,0.000000000000000,7.070000000000000,3.950000000000000,0.940000000000000,11.400000000000000,55.030000000000001,18.116797929673528,0,0,0,0,22,16,19,12,21,10,13,11,14,10,12,14,15,13,8,10,18,18,14,14,9
E00005917,E01001186,Croydon,Croydon 014C,108.3000,2.4000,31709.019,"4","5","5","5","4","3","3","4","3","3",0.000000000000000,0.000000000000000,0.000000000000000,2154.818,6.80,0,0,0,0,4,0,0,1,5,5,4,34.954614366803852,4,3,"2","2","5","4",0,1,2,10.173999999999999,11.297800064086914,30.983219146728516,0.028686097909994,32.846507464940288,45.000000000000000,5.700000000000000,4.930000000000000,2.650000000000000,24.270000000000000,55.469999999999999,18.033603880769896,0,0,0,0,29,21,25,13,24,8,12,11,15,12,12,12,13,16,11,16,20,20,18,18,10
E00005591,E01001121,Croydon,Croydon 039D,49.0000,2.5000,59944.494,"1","1","1","1","1","4","1","1","1","1",0.000000000000000,33.959544472023509,0.050233027804383,9215.689,15.37,0,0,0,0,0,0,0,1,1,2,2,33.372145080566405,2,,"1","5","1","1",0,0,1,37.412999999999997,9.684358596801758,21.269819259643555,0.001426465746667,53.820158196496926,63.000000000000000,3.920000000000000,15.289999999999999,0.540000000000000,1.660000000000000,23.600000000000001,17.802860251407225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00005510,E01001102,Croydon,Croydon 035C,15.2000,2.1000,174386.877,"1","1","1","2","4","5","1","2","1","5",0.000000000000000,51.956383158214038,4.442042985187612,104779.140,60.08,0,0,0,0,4,0,0,1,1,2,1,31.820264816284180,1,3,"1","5","1","1",0,0,1,27.353000000000002,9.669978141784668,21.175159454345703,0.005211955868355,33.593246078669694,81.000000000000000,5.000000000000000,17.230000000000000,0.610000000000000,6.120000000000000,23.969999999999999,18.134870608849322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00005592,E01001121,Croydon,Croydon 039D,3.7000,2.7000,936349.378,"1","1","1","1","1","4","1","1","1","1",0.000000000000000,99.735546292588538,0.000000000000000,539046.542,57.57,0,0,0,0,0,0,0,1,1,5,1,28.651464635675605,1,,"1","5","1","1",0,2,3,37.412999999999997,9.684358596801758,21.269819259643555,0.001426465746667,53.820158196496926,63.000000000000000,3.920000000000000,15.289999999999999,0.540000000000000,1.660000000000000,23.600000000000001,17.802860251407225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00005513,E01001108,Croydon,Croydon 035E,34.0000,2.8000,102019.730,"1","2","2","4","3","4","1","1","1","1",0.000000000000000,0.000000000000000,1.606436326787794,22693.960,22.24,0,0,0,0,4,0,0,1,5,2,1,32.409676551818848,1,3,"2","5","2","2",0,2,3,25.486999999999998,10.140549659729004,24.216939926147461,0.010974556629323,36.848495505175549,61.000000000000000,5.090000000000000,11.020000000000000,0.520000000000000,1.090000000000000,28.350000000000001,17.769683366100921,0,0,0,0,16,14,15,8,14,8,9,8,9,3,9,11,12,11,7,9,10,10,8,8,7
E00005593,E01001123,Croydon,Croydon 033C,11.2000,2.4000,252375.234,"1","2","2","1","1","2","1","1","1","2",0.000000000000000,57.389807785866140,0.010116781381528,127466.570,50.51,0,0,0,0,0,0,0,1,1,2,1,30.746029487022987,1,,"1","5","2","1",0,3,4,44.530999999999999,9.908095359802246,22.310390472412109,0.002859998684515,90.283675221533414,28.000000000000000,4.090000000000000,11.220000000000001,0.760000000000000,1.000000000000000,34.479999999999997,17.937420438749974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00005512,E01001108,Croydon,Croydon 035E,36.1000,2.6000,87218.551,"1","2","2","4","3","4","1","1","1","1",0.000000000000000,0.000000000000000,2.165565850040532,14041.294,16.10,0,0,0,0,0,0,0,1,5,2,2,33.238523483276367,2,,"2","5","2","2",0,2,3,25.486999999999998,10.140549659729004,24.216939926147461,0.010974556629323,36.848495505175549,61.000000000000000,5.090000000000000,11.020000000000000,0.520000000000000,1.090000000000000,28.350000000000001,17.769683366100921,0,0,0,0,17,15,16,8,16,9,10,9,10,4,9,12,13,9,5,7,11,11,9,9,8
E00005511,E01001107,Croydon,Croydon 035D,29.1000,2.7000,129988.574,"1","2","2","1","3","5","1","1","2","1",0.000000000000000,19.024221483252081,19.898932573070478,54727.321,42.10,0,0,0,0,0,5,0,1,1,1,1,31.814286708831787,1,,"2","5","2","1",0,1,2,28.696999999999999,10.163629531860352,24.146980285644531,0.003801634494134,38.183692245595445,98.000000000000000,5.100000000000000,10.199999999999999,0.800000000000000,2.390000000000000,37.640000000000001,17.769683366100921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00005590,E01001121,Croydon,Croydon 039D,4.3000,2.3000,712678.866,"1","1","1","1","1","4","1","1","1","1",0.000000000000000,54.259794399626607,51.815713011102346,293950.394,41.25,5,0,0,0,4,0,0,1,1,1,1,31.587021375957288,1,3,"1","5","1","1",0,1,2,37.412999999999997,9.684358596801758,21.269819259643555,0.001426465746667,53.820158196496926,63.000000000000000,3.920000000000000,15.289999999999999,0.540000000000000,1.660000000000000,23.600000000000001,17.802860251407225,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00005072,E01001015,Croydon,Croydon 041A,30.5000,2.7000,117400.912,"4","1","1","3","1","2","1","5","1","2",0.000000000000000,0.000000000000000,13.356586139506700,6643.472,5.66,5,0,0,0,4,0,0,1,5,1,4,31.529401540756226,1,3,"3","4","1","2",0,0,1,26.026000000000000,9.663970947265623,20.976390838623047,0.007372156441000,55.135635423266507,28.000000000000000,5.850000000000000,6.930000000000000,0.350000000000000,34.649999999999999,34.000000000000000,17.835510412882222,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00005121,E01001030,Croydon,Croydon 038C,33.1000,2.9000,111136.074,"1","1","1","3","5","5","2","1","3","2",0.000000000000000,0.000000000000000,0.000000000000000,24876.604,22.38,0,0,0,5,4,0,0,1,5,5,1,33.012626647949219,2,5,"2","4","1","2",5,0,1,25.318999999999999,9.767919540405273,21.698940277099609,0.007713160974267,19.914110365211261,100.000000000000000,5.170000000000000,8.130000000000004,0.990000000000000,1.420000000000000,47.180000000000000,17.873229908219336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00005170,E01001039,Croydon,Croydon 029D,34.6000,2.6000,81688.274,"1","2","2","3","3","4","1","1","1","1",0.000000000000000,0.000000000000000,0.002840074759826,17060.414,20.88,0,0,0,0,0,0,0,1,5,2,2,32.090318679809570,1,,"3","4","2","1",0,0,1,42.478999999999999,10.069760322570801,23.476350784301754,0.009199658164045,39.444088333739082,66.000000000000000,6.230000000000000,7.500000000000000,0.730000000000000,3.520000000000000,33.329999999999998,17.769683366100921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00005109,E01001027,Croydon,Croydon 043E,54.7000,3.0000,68571.793,"1","5","5","1","2","5","1","2","2","2",0.000000000000000,0.000000000000000,4.498189587069670,1968.355,2.87,0,0,0,0,4,0,0,1,5,2,5,32.422318696975708,1,3,"5","2","5","2",5,0,1,19.065999999999999,11.146559715270996,29.914930343627930,0.001799916321813,46.439632230593254,100.000000000000000,9.699999999999999,3.840000000000000,0.510000000000000,7.480000000000000,41.030000000000001,17.835510412882222,0,0,0,0,17,14,15,9,15,8,9,3,4,4,10,10,9,11,6,11,13,13,8,8,4
E00005638,E01001130,Croydon,Croydon 025C,131.2000,3.4000,22965.041,"5","1","1","1","3","5","3","5","5","2",0.000000000000000,59.707106376760642,10.838355646072941,2701.006,11.76,0,0,0,0,0,0,0,1,1,1,3,34.682128906250000,3,,"5","1","1","2",0,0,1,24.800000000000001,9.773319244384766,21.718490600585938,0.002895925395780,40.007209342694885,100.000000000000000,7.520000000000000,2.040000000000000,2.430000000000000,69.519999999999996,70.530000000000001,17.977560573945432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00005639,E01001128,Croydon,Croydon 025B,97.5000,2.8000,32765.326,"5","2","2","2","2","2","3","5","3","2",0.000000000000000,11.299148025986955,0.771529617634295,5288.661,16.14,5,0,0,0,0,0,0,1,1,2,2,33.593938350677490,2,,"2","2","2","1",0,0,1,32.944000000000003,9.838678359985352,22.023199081420898,0.006623737957555,45.410786428686208,40.000000000000000,5.590000000000000,4.040000000000000,2.320000000000000,57.439999999999998,54.780000000000001,17.977560573945432,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00005548,E01001113,Croydon,Croydon 013D,88.6000,2.3000,24616.300,"4","3","3","4","4","5","5","3","4","4",0.000000000000000,0.000000000000000,0.000000000000000,3131.174,12.72,0,0,0,0,0,5,0,1,5,5,3,35.246090316772460,4,,"5","1","3","4",0,4,4,10.779000000000000,10.332189559936523,25.007469177246094,0.015270107407967,26.209524559756588,100.000000000000000,9.640000000000001,3.230000000000000,4.770000000000000,16.649999999999999,61.859999999999999,18.106798239355573,0,0,0,0,27,20,24,12,24,10,14,12,16,11,13,19,14,11,8,11,20,20,15,15,9
E00005237,E01001050,Croydon,Croydon 023D,98.2000,2.3000,28639.416,"3","5","5","4","1","5","4","5","4","4",0.000000000000000,0.000000000000000,0.000000000000000,6153.573,21.49,0,0,0,5,4,5,0,1,5,5,1,34.171167755126952,3,5,"2","5","5","2",0,58,5,19.835000000000001,13.306960105895996,45.379959106445312,0.014719727507255,64.918148807634168,100.000000000000000,5.670000000000000,11.170000000000000,3.690000000000000,35.899999999999999,57.359999999999999,18.116822726254004,0,0,0,0,26,18,21,8,17,10,13,12,15,11,15,16,14,11,9,14,17,17,15,15,11
E00005235,E01001050,Croydon,Croydon 023D,96.8000,2.1000,21792.383,"3","5","5","4","1","5","4","5","4","4",0.000000000000000,0.000000000000000,0.000000000000000,4386.917,20.13,0,0,0,5,0,5,0,1,5,5,2,34.383525848388672,3,4,"2","5","5","2",0,6,4,19.835000000000001,13.306960105895996,45.379959106445312,0.014719727507255,64.918148807634168,100.000000000000000,5.670000000000000,11.170000000000000,3.690000000000000,35.899999999999999,57.359999999999999,18.116822726254004,0,0,0,0,26,18,21,8,18,10,13,11,14,11,15,16,14,11,8,13,17,17,15,15,11
E00005236,E01001046,Croydon,Croydon 023B,114.6000,2.7000,26369.557,"1","3","3","5","3","5","4","1","4","2",0.000000000000000,0.000000000000000,0.000000000000000,5812.184,22.04,0,0,0,5,4,0,0,1,5,5,1,33.856416702270508,2,5,"5","3","3","2",0,74,5,23.952000000000002,10.428489685058594,25.257799148559570,0.028349121233716,41.349177454944915,100.000000000000000,8.210000000000004,6.240000000000000,3.310000000000000,2.000000000000000,64.640000000000001,17.863547863296905,0,0,0,0,20,18,19,9,17,10,11,12,13,4,10,13,15,14,10,13,16,16,11,11,6
E00005232,E01001050,Croydon,Croydon 023D,117.4000,2.1000,15026.785,"3","5","5","4","1","5","4","5","4","4",0.000000000000000,0.000000000000000,0.000000000000000,3300.732,21.97,0,0,0,0,0,5,0,1,5,5,1,34.524565696716309,3,,"2","5","5","2",0,31,5,19.835000000000001,13.306960105895996,45.379959106445312,0.014719727507255,64.918148807634168,100.000000000000000,5.670000000000000,11.170000000000000,3.690000000000000,35.899999999999999,57.359999999999999,18.116822726254004,0,0,0,0,26,18,21,8,17,10,13,12,15,11,15,16,14,6,4,9,17,17,15,15,11
E00005965,E01001193,Croydon,Croydon 014E,90.5000,2.8000,45874.972,"5","3","3","5","4","5","2","5","5","2",0.000000000000000,1.350097814002064,0.868189562878493,1197.622,2.61,0,0,0,0,0,5,0,1,2,2,5,35.499353790283202,4,,"1","1","3","3",0,0,1,16.347000000000001,10.370059967041016,25.460039138793945,0.034648154092429,33.635483043272544,87.000000000000000,3.450000000000000,2.560000000000000,1.330000000000000,53.590000000000003,68.189999999999998,17.936661667202308,0,0,0,0,31,21,26,14,28,6,11,10,15,14,12,15,11,14,8,11,18,18,17,17,10
E00005147,E01001035,Croydon,Croydon 027A,72.4000,1.7000,41645.792,"2","5","5","4","4","1","3","3","3","3",0.000000000000000,11.337470965454589,5.865238606766450,14143.872,33.96,0,0,0,0,0,0,0,1,1,2,1,32.585140546162926,1,,"4","3","5","2",5,8,5,24.635999999999999,10.974229812622070,28.932689666748047,0.013358148874230,28.430965203493031,13.000000000000000,7.300000000000000,6.170000000000000,2.030000000000000,9.510000000000000,48.630000000000003,18.024394499052981,0,0,0,0,20,15,17,15,13,8,10,10,12,6,12,12,12,9,5,10,16,16,12,12,6
E00005146,E01001035,Croydon,Croydon 027A,74.9000,2.2000,33596.860,"2","5","5","4","4","1","3","3","3","3",0.000000000000000,0.000000000000000,0.000000000000000,7110.059,21.16,5,0,0,0,4,5,0,1,5,5,2,32.871493101119995,2,3,"4","3","5","2",0,7,5,24.635999999999999,10.974229812622070,28.932689666748047,0.013358148874230,28.430965203493031,13.000000000000000,7.300000000000000,6.170000000000000,2.030000000000000,9.510000000000000,48.630000000000003,18.024394499052981,0,0,0,1,26,21,23,10,20,9,11,11,13,7,12,18,13,13,9,14,22,22,18,18,12
E00005960,E01001194,Croydon,Croydon 045D,4.6000,2.5000,440765.507,"3","3","3","1","1","1","3","3","3","5",0.000000000000000,5.833409574567994,85.096781471128779,102702.712,23.30,5,0,0,0,0,5,0,1,2,1,1,34.472132873535159,3,,"5","1","3","3",0,2,3,17.795999999999999,10.374620437622070,25.304649353027344,0.004584349679016,70.783906627024692,0.000000000000000,7.600000000000000,3.520000000000000,2.400000000000000,9.060000000000000,45.930000000000000,18.186933107141758,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
